Fecha,Hora de salida,Lugar de Origen,Lugar de Destino
2024-08-01,09:48:00,Hotel Sonesta Posadas del Inca Puno,Gran Unidad Escolar San Carlos Puno
2024-08-01,09:49:00,Plaza Mayor de Puno Puno,Urbanización Bellavista Puno
2024-08-01,09:51:00,Avenida La Torre Puno,Iglesia San Juan Bautista Puno
2024-08-01,09:57:00,Parque del Niño Puno,Cementerio Yanamayo Puno
2024-08-01,10:16:00,Hotel Sonesta Posadas del Inca Puno,Gran Unidad Escolar San Carlos Puno
2024-08-01,11:23:00,Cementerio Laykakota Puno,Instituto Americano Los Andes Puno
2024-08-01,11:45:00,Jirón Lima Puno,Universidad Nacional del Altiplano
2024-08-01,13:46:00,Jirón Lima Puno,Urbanización Salcedo Puno
2024-08-01,14:41:00,Mercado Central Bellavista Puno,Jayllihuaya Puno
2024-08-01,16:20:00,Plazuela Santa Rosa Puno,Catedral Basílica de Puno
2024-08-01,17:11:00,Isla Esteves Puno,Colegio Adventista Puno
2024-08-01,19:09:00,Complejo Deportivo Alto Llavini Puno,Hospital ESSALUD Puno
2024-08-01,19:39:00,Terminal Zonal Sur Puno,Urbanización Salcedo Puno
2024-08-01,19:47:00,Cementerio Laykakota Puno,Estadio Enrique Torres Belón
2024-08-01,22:54:00,Estadio Enrique Torres Belón,Terminal Terrestre Puno
2024-08-02,05:27:00,Instituto de Educación Superior Tecnológico Público Puno,Puerto Lacustre Puno
2024-08-02,05:45:00,Av. Costanera Puno,Centro de Salud Metropolitano Puno
2024-08-02,05:52:00,Real Plaza Puno,Jirón Lima Puno
2024-08-02,07:16:00,Jirón Lima Puno,Cementerio Laykakota Puno
2024-08-02,07:25:00,Gobierno Regional de Puno,Mercado Unión y Dignidad Puno
2024-08-02,08:09:00,Parque del Niño Puno,Urbanización Huajsapata Puno
2024-08-02,08:14:00,Universidad Nacional del Altiplano,Hospital ESSALUD Puno
2024-08-02,08:53:00,Complejo Deportivo Alto Llavini Puno,Gobierno Regional de Puno
2024-08-02,08:59:00,Jirón Lima Puno,Mirador Puma Uta Puno
2024-08-02,09:00:00,Mercado Central Bellavista Puno,Instituto de Cultura y Turismo de Puno
2024-08-02,09:37:00,Complejo Deportivo Alto Llavini Puno,Avenida Floral Puno
2024-08-02,12:16:00,Urbanización Bellavista Puno,Catedral Basílica de Puno
2024-08-02,12:32:00,Mercado Laykakota Puno,Complejo Deportivo Alto Llavini Puno
2024-08-02,13:01:00,Mercado Unión y Dignidad Puno,Universidad Andina Néstor Cáceres Velásquez Puno
2024-08-02,13:18:00,Estadio Enrique Torres Belón,Avenida El Sol Puno
2024-08-02,13:59:00,Real Plaza Puno,Mercado Unión y Dignidad Puno
2024-08-02,14:42:00,Mercado Central Bellavista Puno,Colegio María Auxiliadora Puno
2024-08-02,15:08:00,Av. Costanera Puno,Instituto de Educación Superior Tecnológico Público Puno
2024-08-02,15:40:00,Complejo Deportivo Alto Llavini Puno,Plaza Mayor de Puno Puno
2024-08-02,16:05:00,Cementerio Laykakota Puno,Mirador Puma Uta Puno
2024-08-02,17:32:00,Mercado Unión y Dignidad Puno,Iglesia San Juan Bautista Puno
2024-08-02,18:02:00,Mercado Unión y Dignidad Puno,Mirador Puma Uta Puno
2024-08-02,18:26:00,Salcedo Puno,Iglesia San Juan Bautista Puno
2024-08-02,19:34:00,Instituto de Cultura y Turismo de Puno,Puerto Lacustre Puno
2024-08-02,19:43:00,Polideportivo Chanu Chanu Puno,Complejo Deportivo Alto Llavini Puno
2024-08-02,21:08:00,Plaza Mayor de Puno Puno,Urbanización Salcedo Puno
2024-08-02,22:33:00,Gobierno Regional de Puno,Parque del Niño Puno
2024-08-02,22:41:00,Jirón Lima Puno,Cementerio Yanamayo Puno
2024-08-02,22:41:00,Cementerio Yanamayo Puno,Mercado Laykakota Puno
2024-08-03,05:09:00,Estadio Enrique Torres Belón,Puerto Lacustre Puno
2024-08-03,07:40:00,Parque Pino Puno,Mercado Unión y Dignidad Puno
2024-08-03,08:01:00,Instituto de Cultura y Turismo de Puno,Colegio Adventista Puno
2024-08-03,08:05:00,Plaza Mayor de Puno Puno,Colegio Don Bosco Puno
2024-08-03,08:43:00,Real Plaza Puno,Urbanización Alto Puno
2024-08-03,08:48:00,Iglesia San Juan Bautista Puno,Terminal Terrestre Puno
2024-08-03,09:12:00,Jayllihuaya Puno,Isla Esteves Puno
2024-08-03,09:35:00,Puerto Lacustre Puno,Avenida Floral Puno
2024-08-03,10:45:00,Municipalidad Provincial de Puno,Parque Mariátegui Puno
2024-08-03,11:04:00,Real Plaza Puno,Gobierno Regional de Puno
2024-08-03,11:08:00,Colegio Glorioso San Carlos Puno,Mercado Laykakota Puno
2024-08-03,11:56:00,Urbanización Bellavista Puno,Plazuela 15 de Agosto Puno
2024-08-03,12:39:00,Hotel Libertador Lago Titicaca Puno,Colegio Don Bosco Puno
2024-08-03,14:14:00,Avenida La Torre Puno,Senati Puno
2024-08-03,14:32:00,Colegio Glorioso San Carlos Puno,Mirador Puma Uta Puno
2024-08-03,16:26:00,Senati Puno,Avenida El Sol Puno
2024-08-03,16:33:00,Hotel Sonesta Posadas del Inca Puno,Municipalidad Provincial de Puno
2024-08-03,16:50:00,Catedral Basílica de Puno,Hotel Sonesta Posadas del Inca Puno
2024-08-03,17:01:00,Terminal Zonal Sur Puno,Mercado Central Bellavista Puno
2024-08-03,17:18:00,Mirador Kuntur Wasi Puno,Cementerio Yanamayo Puno
2024-08-03,17:23:00,Jirón Lima Puno,Hospital ESSALUD Puno
2024-08-03,18:07:00,Mercado Laykakota Puno,Urbanización Huajsapata Puno
2024-08-03,18:21:00,Puerto Lacustre Puno,Avenida El Sol Puno
2024-08-03,18:31:00,Urbanización Chanu Chanu Puno,Puerto Lacustre Puno
2024-08-03,19:04:00,Centro de Salud Metropolitano Puno,Mirador Puma Uta Puno
2024-08-03,19:11:00,Plazuela Santa Rosa Puno,Parque Pino Puno
2024-08-03,19:31:00,Puerto Lacustre Puno,Estadio Enrique Torres Belón
2024-08-03,19:51:00,Plazuela Santa Rosa Puno,Universidad Nacional del Altiplano
2024-08-03,19:53:00,Catedral Basílica de Puno,Hostal Mirador Korichasca Puno
2024-08-03,20:40:00,Jirón Lima Puno,Mirador Kuntur Wasi Puno
2024-08-03,20:50:00,Avenida La Torre Puno,Senati Puno
2024-08-03,22:31:00,Parque Mariátegui Puno,Terminal Terrestre Puno
2024-08-04,05:37:00,Hotel Sonesta Posadas del Inca Puno,Parque del Niño Puno
2024-08-04,05:44:00,Polideportivo Chanu Chanu Puno,Real Plaza Puno
2024-08-04,05:59:00,Mirador Puma Uta Puno,Catedral Basílica de Puno
2024-08-04,06:32:00,Jayllihuaya Puno,Parque Mariátegui Puno
2024-08-04,06:34:00,Plaza Mayor de Puno Puno,Centro de Salud Metropolitano Puno
2024-08-04,07:01:00,Avenida La Torre Puno,Puerto Lacustre Puno
2024-08-04,07:02:00,Urbanización Huajsapata Puno,Mirador Puma Uta Puno
2024-08-04,07:09:00,Colegio Adventista Puno,Gran Unidad Escolar San Carlos Puno
2024-08-04,07:11:00,Urbanización Chanu Chanu Puno,Plazuela Santa Rosa Puno
2024-08-04,08:35:00,Jirón Lima Puno,Plazuela 15 de Agosto Puno
2024-08-04,08:43:00,Los Incas Puno,Gobierno Regional de Puno
2024-08-04,09:37:00,Terminal Terrestre Puno,Senati Puno
2024-08-04,10:08:00,Parque Mariátegui Puno,Real Plaza Puno
2024-08-04,11:12:00,Mercado Unión y Dignidad Puno,Polideportivo Chanu Chanu Puno
2024-08-04,11:26:00,Isla Esteves Puno,Los Incas Puno
2024-08-04,11:29:00,Hotel Sonesta Posadas del Inca Puno,Polideportivo Chanu Chanu Puno
2024-08-04,11:50:00,Instituto Americano Los Andes Puno,Jayllihuaya Puno
2024-08-04,12:36:00,Terminal Terrestre Puno,Mercado Central Bellavista Puno
2024-08-04,13:15:00,Urbanización Chanu Chanu Puno,Urbanización Bellavista Puno
2024-08-04,14:01:00,Universidad Nacional del Altiplano,Cementerio Yanamayo Puno
2024-08-04,14:09:00,Universidad Nacional del Altiplano,Urbanización Chanu Chanu Puno
2024-08-04,14:46:00,Hotel Sonesta Posadas del Inca Puno,Salcedo Puno
2024-08-04,15:37:00,Jayllihuaya Puno,Plaza Mayor de Puno Puno
2024-08-04,15:42:00,Centro de Salud Metropolitano Puno,Avenida El Sol Puno
2024-08-04,15:54:00,Av. Costanera Puno,Urbanización Chanu Chanu Puno
2024-08-04,16:05:00,Instituto de Cultura y Turismo de Puno,Colegio María Auxiliadora Puno
2024-08-04,17:18:00,Colegio Glorioso San Carlos Puno,Terminal Terrestre Puno
2024-08-04,17:58:00,Hospital Regional Manuel Núñez Butrón,Plaza Mayor de Puno Puno
2024-08-04,18:59:00,Gran Unidad Escolar San Carlos Puno,Universidad Andina Néstor Cáceres Velásquez Puno
2024-08-04,19:07:00,Polideportivo Chanu Chanu Puno,Jirón Lima Puno
2024-08-04,19:35:00,Hospital Regional Manuel Núñez Butrón,Colegio Adventista Puno
2024-08-04,20:05:00,Mercado Unión y Dignidad Puno,Urbanización Alto Puno
2024-08-04,20:25:00,Urbanización Huajsapata Puno,Instituto Americano Los Andes Puno
2024-08-04,20:26:00,Municipalidad Provincial de Puno,Avenida El Sol Puno
2024-08-04,21:56:00,Mirador Kuntur Wasi Puno,Plaza Mayor de Puno Puno
2024-08-05,05:32:00,Hostal Mirador Korichasca Puno,Universidad Nacional del Altiplano
2024-08-05,08:17:00,Centro de Salud Metropolitano Puno,Universidad Nacional del Altiplano
2024-08-05,08:53:00,Avenida El Sol Puno,Hostal Mirador Korichasca Puno
2024-08-05,09:29:00,Senati Puno,Avenida Floral Puno
2024-08-05,09:40:00,Parque Pino Puno,Terminal Terrestre Puno
2024-08-05,10:44:00,Iglesia San Juan Bautista Puno,Polideportivo Chanu Chanu Puno
2024-08-05,12:10:00,Salcedo Puno,Catedral Basílica de Puno
2024-08-05,12:24:00,Plazuela Santa Rosa Puno,Puerto Lacustre Puno
2024-08-05,12:46:00,Plazuela Santa Rosa Puno,Colegio María Auxiliadora Puno
2024-08-05,14:03:00,Gobierno Regional de Puno,Urbanización Bellavista Puno
2024-08-05,14:06:00,Universidad Andina Néstor Cáceres Velásquez Puno,Terminal Zonal Sur Puno
2024-08-05,15:16:00,Parque del Niño Puno,Terminal Terrestre Puno
2024-08-05,15:53:00,Hospital ESSALUD Puno,Plazuela 15 de Agosto Puno
2024-08-05,16:02:00,Iglesia San Juan Bautista Puno,Colegio Glorioso San Carlos Puno
2024-08-05,16:05:00,Centro de Salud Metropolitano Puno,Complejo Deportivo Alto Llavini Puno
2024-08-05,16:44:00,Centro de Salud Metropolitano Puno,Hotel Libertador Lago Titicaca Puno
2024-08-05,17:27:00,Plaza Mayor de Puno Puno,Avenida La Torre Puno
2024-08-05,17:44:00,Puerto Lacustre Puno,Hostal Mirador Korichasca Puno
2024-08-05,17:52:00,Colegio María Auxiliadora Puno,Urbanización Bellavista Puno
2024-08-05,18:08:00,Los Incas Puno,Colegio Glorioso San Carlos Puno
2024-08-05,18:09:00,Puerto Muñoz Díaz Puno,Colegio Don Bosco Puno
2024-08-05,18:12:00,Plazuela Santa Rosa Puno,Jirón Lima Puno
2024-08-05,18:44:00,Urbanización Alto Puno,Plaza Mayor de Puno Puno
2024-08-05,18:51:00,Puerto Lacustre Puno,Real Plaza Puno
2024-08-05,19:47:00,Hospital ESSALUD Puno,Real Plaza Puno
2024-08-05,20:07:00,Instituto de Educación Superior Tecnológico Público Puno,Centro de Salud Metropolitano Puno
2024-08-05,21:40:00,Universidad Nacional del Altiplano,Real Plaza Puno
2024-08-05,22:42:00,Mercado Unión y Dignidad Puno,Hostal Mirador Korichasca Puno
2024-08-06,05:09:00,Avenida La Torre Puno,Hotel Libertador Lago Titicaca Puno
2024-08-06,05:56:00,Parque Pino Puno,Universidad Andina Néstor Cáceres Velásquez Puno
2024-08-06,06:28:00,Universidad Andina Néstor Cáceres Velásquez Puno,Urbanización Alto Puno
2024-08-06,07:43:00,Mirador Kuntur Wasi Puno,Cementerio Laykakota Puno
2024-08-06,08:27:00,Isla Esteves Puno,Real Plaza Puno
2024-08-06,08:30:00,Avenida El Sol Puno,Avenida Floral Puno
2024-08-06,09:32:00,Jayllihuaya Puno,Senati Puno
2024-08-06,11:13:00,Colegio Don Bosco Puno,Parque del Niño Puno
2024-08-06,11:16:00,Cementerio Laykakota Puno,Gran Unidad Escolar San Carlos Puno
2024-08-06,14:25:00,Av. Costanera Puno,Universidad Nacional del Altiplano
2024-08-06,15:35:00,Senati Puno,Jayllihuaya Puno
2024-08-06,16:57:00,Instituto Americano Los Andes Puno,Avenida El Sol Puno
2024-08-06,16:58:00,Gobierno Regional de Puno,Avenida El Sol Puno
2024-08-06,18:34:00,Avenida La Torre Puno,Colegio Don Bosco Puno
2024-08-06,19:04:00,Centro de Salud Metropolitano Puno,Cementerio Yanamayo Puno
2024-08-06,19:37:00,Instituto Americano Los Andes Puno,Jirón Lima Puno
2024-08-06,20:43:00,Colegio Don Bosco Puno,Colegio María Auxiliadora Puno
2024-08-06,21:09:00,Plazuela 15 de Agosto Puno,Real Plaza Puno
2024-08-06,22:09:00,Jirón Lima Puno,Instituto de Cultura y Turismo de Puno
2024-08-06,22:39:00,Parque Mariátegui Puno,Senati Puno
2024-08-06,22:51:00,Polideportivo Chanu Chanu Puno,Plaza Mayor de Puno Puno
2024-08-07,05:21:00,Isla Esteves Puno,Hotel Libertador Lago Titicaca Puno
2024-08-07,05:27:00,Instituto de Cultura y Turismo de Puno,Avenida El Sol Puno
2024-08-07,07:39:00,Municipalidad Provincial de Puno,Urbanización Chanu Chanu Puno
2024-08-07,07:52:00,Colegio María Auxiliadora Puno,Av. Costanera Puno
2024-08-07,08:00:00,Real Plaza Puno,Centro de Salud Metropolitano Puno
2024-08-07,08:09:00,Universidad Andina Néstor Cáceres Velásquez Puno,Isla Esteves Puno
2024-08-07,08:19:00,Cementerio Yanamayo Puno,Terminal Zonal Sur Puno
2024-08-07,08:27:00,Parque Mariátegui Puno,Parque Pino Puno
2024-08-07,08:46:00,Hotel Libertador Lago Titicaca Puno,Hospital Regional Manuel Núñez Butrón
2024-08-07,08:49:00,Avenida El Sol Puno,Catedral Basílica de Puno
2024-08-07,08:53:00,Urbanización Alto Puno,Terminal Zonal Sur Puno
2024-08-07,09:04:00,Mercado Unión y Dignidad Puno,Iglesia San Juan Bautista Puno
2024-08-07,09:08:00,Jirón Lima Puno,Colegio Glorioso San Carlos Puno
2024-08-07,09:41:00,Jirón Lima Puno,Urbanización Chanu Chanu Puno
2024-08-07,11:03:00,Senati Puno,Mercado Unión y Dignidad Puno
2024-08-07,11:57:00,Plazuela 15 de Agosto Puno,Plaza Mayor de Puno Puno
2024-08-07,12:47:00,Avenida Floral Puno,Senati Puno
2024-08-07,13:26:00,Plazuela 15 de Agosto Puno,Plazuela Santa Rosa Puno
2024-08-07,14:06:00,Gran Unidad Escolar San Carlos Puno,Hostal Mirador Korichasca Puno
2024-08-07,14:25:00,Cementerio Laykakota Puno,Mercado Unión y Dignidad Puno
2024-08-07,17:20:00,Universidad Andina Néstor Cáceres Velásquez Puno,Urbanización Huajsapata Puno
2024-08-07,18:00:00,Colegio María Auxiliadora Puno,Colegio Don Bosco Puno
2024-08-07,18:45:00,Plazuela 15 de Agosto Puno,Terminal Terrestre Puno
2024-08-07,19:01:00,Av. Costanera Puno,Polideportivo Chanu Chanu Puno
2024-08-07,19:10:00,Iglesia San Juan Bautista Puno,Mercado Central Bellavista Puno
2024-08-07,19:36:00,Cementerio Yanamayo Puno,Hostal Mirador Korichasca Puno
2024-08-07,22:33:00,Centro de Salud Metropolitano Puno,Municipalidad Provincial de Puno
2024-08-07,22:58:00,Avenida Floral Puno,Colegio Adventista Puno
2024-08-08,06:30:00,Colegio Don Bosco Puno,Jirón Lima Puno
2024-08-08,06:42:00,Hospital ESSALUD Puno,Catedral Basílica de Puno
2024-08-08,07:09:00,Urbanización Bellavista Puno,Hotel Sonesta Posadas del Inca Puno
2024-08-08,07:30:00,Mercado Central Bellavista Puno,Gobierno Regional de Puno
2024-08-08,08:59:00,Hotel Sonesta Posadas del Inca Puno,Avenida La Torre Puno
2024-08-08,09:10:00,Estadio Enrique Torres Belón,Universidad Nacional del Altiplano
2024-08-08,09:11:00,Jirón Lima Puno,Parque Mariátegui Puno
2024-08-08,10:41:00,Cementerio Laykakota Puno,Puerto Lacustre Puno
2024-08-08,16:25:00,Urbanización Chanu Chanu Puno,Cementerio Yanamayo Puno
2024-08-08,16:41:00,Instituto Americano Los Andes Puno,Los Incas Puno
2024-08-08,16:53:00,Avenida La Torre Puno,Colegio Glorioso San Carlos Puno
2024-08-08,17:12:00,Urbanización Chanu Chanu Puno,Gobierno Regional de Puno
2024-08-08,17:55:00,Colegio Adventista Puno,Real Plaza Puno
2024-08-08,18:12:00,Colegio Adventista Puno,Hostal Mirador Korichasca Puno
2024-08-08,18:21:00,Parque Pino Puno,Iglesia San Juan Bautista Puno
2024-08-08,18:40:00,Mercado Unión y Dignidad Puno,Colegio Adventista Puno
2024-08-08,19:00:00,Iglesia San Juan Bautista Puno,Puerto Muñoz Díaz Puno
2024-08-08,19:47:00,Hospital ESSALUD Puno,Senati Puno
2024-08-08,20:03:00,Mirador Kuntur Wasi Puno,Hotel Libertador Lago Titicaca Puno
2024-08-08,22:15:00,Mercado Laykakota Puno,Real Plaza Puno
2024-08-09,08:00:00,Puerto Lacustre Puno,Instituto Americano Los Andes Puno
2024-08-09,09:02:00,Hotel Libertador Lago Titicaca Puno,Plaza Mayor de Puno Puno
2024-08-09,09:35:00,Mirador Puma Uta Puno,Terminal Terrestre Puno
2024-08-09,09:48:00,Mirador Kuntur Wasi Puno,Catedral Basílica de Puno
2024-08-09,10:11:00,Avenida Floral Puno,Urbanización Chanu Chanu Puno
2024-08-09,11:55:00,Urbanización Bellavista Puno,Plazuela Santa Rosa Puno
2024-08-09,14:20:00,Instituto de Cultura y Turismo de Puno,Plazuela 15 de Agosto Puno
2024-08-09,14:21:00,Jayllihuaya Puno,Urbanización Alto Puno
2024-08-09,16:42:00,Terminal Terrestre Puno,Mirador Puma Uta Puno
2024-08-09,17:06:00,Iglesia San Juan Bautista Puno,Urbanización Bellavista Puno
2024-08-09,17:18:00,Terminal Terrestre Puno,Avenida El Sol Puno
2024-08-09,17:54:00,Urbanización Chanu Chanu Puno,Plazuela 15 de Agosto Puno
2024-08-09,18:09:00,Mercado Laykakota Puno,Jayllihuaya Puno
2024-08-09,18:10:00,Puerto Lacustre Puno,Real Plaza Puno
2024-08-09,18:17:00,Avenida Floral Puno,Gran Unidad Escolar San Carlos Puno
2024-08-09,18:26:00,Cementerio Yanamayo Puno,Instituto de Cultura y Turismo de Puno
2024-08-09,18:53:00,Parque Pino Puno,Real Plaza Puno
2024-08-09,19:08:00,Instituto de Educación Superior Tecnológico Público Puno,Municipalidad Provincial de Puno
2024-08-09,19:23:00,Avenida La Torre Puno,Mirador Puma Uta Puno
2024-08-09,19:35:00,Urbanización Salcedo Puno,Gran Unidad Escolar San Carlos Puno
2024-08-09,19:52:00,Universidad Andina Néstor Cáceres Velásquez Puno,Colegio Adventista Puno
2024-08-09,20:27:00,Mercado Unión y Dignidad Puno,Hotel Sonesta Posadas del Inca Puno
2024-08-09,21:16:00,Real Plaza Puno,Jirón Lima Puno
2024-08-09,22:02:00,Real Plaza Puno,Mirador Puma Uta Puno
2024-08-10,06:58:00,Plaza Mayor de Puno Puno,Av. Costanera Puno
2024-08-10,07:16:00,Puerto Lacustre Puno,Instituto de Educación Superior Tecnológico Público Puno
2024-08-10,08:11:00,Cementerio Yanamayo Puno,Municipalidad Provincial de Puno
2024-08-10,08:31:00,Puerto Lacustre Puno,Colegio Don Bosco Puno
2024-08-10,09:08:00,Urbanización Chanu Chanu Puno,Colegio Adventista Puno
2024-08-10,09:36:00,Cementerio Laykakota Puno,Instituto de Cultura y Turismo de Puno
2024-08-10,09:36:00,Iglesia San Juan Bautista Puno,Iglesia San Juan Bautista Puno
2024-08-10,09:41:00,Mercado Central Bellavista Puno,Centro de Salud Metropolitano Puno
2024-08-10,09:49:00,Real Plaza Puno,Instituto de Cultura y Turismo de Puno
2024-08-10,11:35:00,Parque Mariátegui Puno,Urbanización Huajsapata Puno
2024-08-10,12:19:00,Cementerio Yanamayo Puno,Los Incas Puno
2024-08-10,12:27:00,Plazuela Santa Rosa Puno,Terminal Zonal Sur Puno
2024-08-10,13:31:00,Senati Puno,Puerto Lacustre Puno
2024-08-10,13:36:00,Mirador Puma Uta Puno,Avenida La Torre Puno
2024-08-10,14:10:00,Polideportivo Chanu Chanu Puno,Plaza Mayor de Puno Puno
2024-08-10,16:33:00,Iglesia San Juan Bautista Puno,Universidad Andina Néstor Cáceres Velásquez Puno
2024-08-10,16:49:00,Colegio Adventista Puno,Senati Puno
2024-08-10,17:41:00,Universidad Nacional del Altiplano,Parque Mariátegui Puno
2024-08-10,18:13:00,Centro de Salud Metropolitano Puno,Urbanización Bellavista Puno
2024-08-10,18:32:00,Plaza Mayor de Puno Puno,Hospital ESSALUD Puno
2024-08-10,18:40:00,Polideportivo Chanu Chanu Puno,Hospital Regional Manuel Núñez Butrón
2024-08-10,18:47:00,Terminal Terrestre Puno,Universidad Nacional del Altiplano
2024-08-10,19:31:00,Hospital Regional Manuel Núñez Butrón,Catedral Basílica de Puno
2024-08-10,19:35:00,Av. Costanera Puno,Puerto Lacustre Puno
2024-08-10,19:42:00,Parque del Niño Puno,Urbanización Salcedo Puno
2024-08-10,20:36:00,Polideportivo Chanu Chanu Puno,Instituto Americano Los Andes Puno
2024-08-10,21:13:00,Avenida La Torre Puno,Urbanización Bellavista Puno
2024-08-11,05:42:00,Jirón Lima Puno,Hotel Libertador Lago Titicaca Puno
2024-08-11,05:49:00,Mirador Puma Uta Puno,Gran Unidad Escolar San Carlos Puno
2024-08-11,07:00:00,Hotel Libertador Lago Titicaca Puno,Urbanización Salcedo Puno
2024-08-11,07:01:00,Puerto Lacustre Puno,Estadio Enrique Torres Belón
2024-08-11,07:09:00,Mirador Puma Uta Puno,Instituto de Educación Superior Tecnológico Público Puno
2024-08-11,08:41:00,Plazuela Santa Rosa Puno,Iglesia San Juan Bautista Puno
2024-08-11,08:52:00,Cementerio Yanamayo Puno,Instituto de Educación Superior Tecnológico Público Puno
2024-08-11,08:59:00,Avenida El Sol Puno,Catedral Basílica de Puno
2024-08-11,12:02:00,Catedral Basílica de Puno,Cementerio Laykakota Puno
2024-08-11,13:19:00,Jirón Lima Puno,Av. Costanera Puno
2024-08-11,13:41:00,Terminal Terrestre Puno,Municipalidad Provincial de Puno
2024-08-11,13:47:00,Hotel Sonesta Posadas del Inca Puno,Municipalidad Provincial de Puno
2024-08-11,13:58:00,Gran Unidad Escolar San Carlos Puno,Universidad Nacional del Altiplano
2024-08-11,16:03:00,Real Plaza Puno,Urbanización Bellavista Puno
2024-08-11,17:20:00,Colegio Adventista Puno,Gran Unidad Escolar San Carlos Puno
2024-08-11,17:28:00,Jirón Lima Puno,Urbanización Huajsapata Puno
2024-08-11,17:33:00,Jirón Lima Puno,Instituto de Cultura y Turismo de Puno
2024-08-11,19:02:00,Avenida El Sol Puno,Instituto de Cultura y Turismo de Puno
2024-08-11,19:40:00,Instituto Americano Los Andes Puno,Complejo Deportivo Alto Llavini Puno
2024-08-11,21:26:00,Real Plaza Puno,Urbanización Bellavista Puno
2024-08-11,22:01:00,Polideportivo Chanu Chanu Puno,Jayllihuaya Puno
